Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
进行会谈,Activity,0,1,[+Durative],[+Dynamic]
进行积极认真的准备,Activity,0,1,[+Durative],[+Dynamic]
进行技术改造,Activity,1,1,[+Durative],[+Dynamic]
进行加工,Activity,0,1,[+Durative],[+Dynamic]
进行尖锐的、率直的批评,Activity,0,1,[+Durative],[+Dynamic]
进行坚持不渝的努力,Activity,1,0,[+Durative],[+Dynamic]
进行坚决的斗争,Activity,0,1,[+Durative],[+Dynamic]
进行坚决的战斗,Activity,0,1,[+Durative],[+Dynamic]
进行艰苦斗争,Activity,0,1,[+Durative],[+Dynamic]
进行检查、总结工作,Activity,0,1,[+Durative],[+Dynamic]
进行检查和修补食用菌和毒菌,Activity,0,1,[+Durative],[+Dynamic]
进行检修清洗,Activity,0,1,[+Durative],[+Dynamic]
进行检验检疫,Activity,0,1,[+Durative],[+Dynamic]
进行建立新的大水电厂,Activity,1,0,[+Durative],[+Dynamic]
进行建设,Activity,1,0,[+Durative],[+Dynamic]
进行鉴定,Activity,0,1,[+Durative],[+Dynamic]
进行交换意见,Activity,1,0,[+Durative],[+Dynamic]
进行交接,Activity,1,0,[+Durative],[+Dynamic]
进行交流,Activity,1,0,[+Durative],[+Dynamic]
进行角力,Activity,1,0,[+Durative],[+Dynamic]
进行紧张的斗争,Activity,0,1,[+Durative],[+Dynamic]
进行紧张的混凝土浇铸,Activity,0,1,[+Durative],[+Dynamic]
进行紧张接触和商讨,Activity,0,1,[+Durative],[+Dynamic]
进行经济改革和建设,Activity,1,0,[+Durative],[+Dynamic]
进行酒精含量检查,Activity,0,1,[+Durative],[+Dynamic]
进行军备竞赛,Activity,1,0,[+Durative],[+Dynamic]
进行军事训练,Activity,0,1,[+Durative],[+Dynamic]
进行刊刻,Activity,1,0,[+Durative],[+Dynamic]
进行康复按摩,Activity,0,1,[+Durative],[+Dynamic]
进行抗震救灾工作,Activity,0,1,[+Durative],[+Dynamic]
进行扩建,Activity,0,1,[+Durative],[+Dynamic]
进行扩军备战,Activity,0,1,[+Durative],[+Dynamic]
进行历史上最大的加强军事力量的工作,Activity,0,1,[+Durative],[+Dynamic]
进行联运工作,Activity,0,1,[+Durative],[+Dynamic]
进行每周一次的教师工作抽查,Activity,1,0,[+Durative],[+Dynamic]
进行民主改革,Activity,0,1,[+Durative],[+Dynamic]
进行冥想训练,Activity,1,0,[+Durative],[+Dynamic]
进行那莱哈煤矿主井的建设工作,Activity,0,1,[+Durative],[+Dynamic]
进行难度最大的莲花瓣最后安装操作,Activity,0,1,[+Durative],[+Dynamic]
进行努力,Activity,1,0,[+Durative],[+Dynamic]
进行排水工作,Activity,1,0,[+Durative],[+Dynamic]
进行评议,Activity,1,0,[+Durative],[+Dynamic]
进行破坏,Activity,0,1,[+Durative],[+Dynamic]
进行普查,Activity,0,1,[+Durative],[+Dynamic]
进行欺骗和麻痹,Activity,1,0,[+Durative],[+Dynamic]
进行其军备之扩充,Activity,2,0,[+Durative],[+Dynamic]
进行钳形运动,Activity,0,1,[+Durative],[+Dynamic]
进行抢救,Activity,0,1,[+Durative],[+Dynamic]
进行侵略,Activity,1,0,[+Durative],[+Dynamic]
进行趣味夹球跑比赛,Activity,1,0,[+Durative],[+Dynamic]
进行全面改建,Activity,0,1,[+Durative],[+Dynamic]
进行全面规划,Activity,0,1,[+Durative],[+Dynamic]
进行热烈讨论,Activity,1,0,[+Durative],[+Dynamic]
进行三级排查,Activity,0,1,[+Durative],[+Dynamic]
进行商议,Activity,1,0,[+Durative],[+Dynamic]
进行设备的安装和搭建,Activity,0,1,[+Durative],[+Dynamic]
进行设计,Activity,0,1,[+Durative],[+Dynamic]
进行社会主义建设,Activity,2,2,[+Durative],[+Dynamic]
进行社会主义建设的国家,Activity,0,1,[+Durative],[+Dynamic]
进行社会主义建设的中国人民和政府,Activity,0,1,[+Durative],[+Dynamic]
进行深犁,Activity,1,0,[+Durative],[+Dynamic]
进行深入评审,Activity,0,1,[+Durative],[+Dynamic]
进行深入系统的调查研究,Activity,0,1,[+Durative],[+Dynamic]
进行审判,Activity,0,1,[+Durative],[+Dynamic]
进行审问,Activity,1,0,[+Durative],[+Dynamic]
进行生产,Activity,1,0,[+Durative],[+Dynamic]
进行生死搏斗,Activity,0,1,[+Durative],[+Dynamic]
进行诗朗诵,Activity,0,2,[+Durative],[+Dynamic]
进行十五万册中文图书的整理工作,Activity,0,1,[+Durative],[+Dynamic]
进行试点,Activity,0,1,[+Durative],[+Dynamic]
进行试验,Activity,1,0,[+Durative],[+Dynamic]
进行手术,Activity,0,1,[+Durative],[+Dynamic]
进行殊死搏斗,Activity,0,1,[+Durative],[+Dynamic]
进行数据统计,Activity,1,0,[+Durative],[+Dynamic]
进行思考,Activity,1,0,[+Durative],[+Dynamic]
进行思想、技术、管理、工作作风和工作方法革命,Activity,0,1,[+Durative],[+Dynamic]
进行死亡大殡改,Activity,0,1,[+Durative],[+Dynamic]
进行太阳能发电系统的最后安装工作,Activity,0,1,[+Durative],[+Dynamic]
进行探索,Activity,2,0,[+Durative],[+Dynamic]
进行讨论蒙古人民共和国和日本申请加入联合国的问题,Activity,1,0,[+Durative],[+Dynamic]
进行挑选遗象的工作,Activity,1,0,[+Durative],[+Dynamic]
进行歪曲和撒谎,Activity,1,0,[+Durative],[+Dynamic]
进行危险的政治赌博,Activity,0,1,[+Durative],[+Dynamic]
进行威胁,Activity,1,0,[+Durative],[+Dynamic]
进行维修施工,Activity,0,1,[+Durative],[+Dynamic]
进行伟大的事业,Activity,0,1,[+Durative],[+Dynamic]
进行位置维持,Activity,1,0,[+Durative],[+Dynamic]
进行武装攻击,Activity,0,1,[+Durative],[+Dynamic]
进行西藏部分河流的踏勘工作,Activity,0,1,[+Durative],[+Dynamic]
进行夏收预分工作,Activity,0,1,[+Durative],[+Dynamic]
进行许多基本建设,Activity,0,1,[+Durative],[+Dynamic]
进行研究,Activity,2,4,[+Durative],[+Dynamic]
进行一百一十三项新技术新工艺的科学研究,Activity,0,1,[+Durative],[+Dynamic]
进行一场仿佛很推心置腹的长谈,Activity,1,0,[+Durative],[+Dynamic]
进行一场坚决的自我救赎,Activity,0,1,[+Durative],[+Dynamic]
进行一场紧张的“后卫战”,Activity,0,1,[+Durative],[+Dynamic]
进行一场足球赛,Activity,0,1,[+Durative],[+Dynamic]
进行一次伟大的发明创造,Activity,0,1,[+Durative],[+Dynamic]
进行一次友好和亲善的访问,Activity,1,0,[+Durative],[+Dynamic]
进行一系列的工作来消除这些缺点,Activity,1,0,[+Durative],[+Dynamic]
进行一项工业、农业、电商等多产业融合的发展实践,Activity,0,1,[+Durative],[+Dynamic]
进行一些武思,Activity,1,0,[+Durative],[+Dynamic]
进行一种策划,Activity,0,1,[+Durative],[+Dynamic]
进行以县和国营林场为单位的勘测设计,Activity,0,1,[+Durative],[+Dynamic]
进行英勇机智斗争,Activity,0,1,[+Durative],[+Dynamic]
进行有力的斗争,Activity,0,1,[+Durative],[+Dynamic]
进行预分,Activity,0,1,[+Durative],[+Dynamic]
进行越海登陆作战大演习,Activity,0,1,[+Durative],[+Dynamic]
进行造林准备,Activity,0,1,[+Durative],[+Dynamic]
进行战斗,Activity,2,0,[+Durative],[+Dynamic]
进行战争,Activity,1,0,[+Durative],[+Dynamic]
进行战争叫嚣,Activity,1,0,[+Durative],[+Dynamic]
进行战争煽动和宣传,Activity,1,0,[+Durative],[+Dynamic]
进行招投标,Activity,0,1,[+Durative],[+Dynamic]
进行哲理性的对话,Activity,1,0,[+Durative],[+Dynamic]
进行争取和维护民族独立斗争的,Activity,1,0,[+Durative],[+Dynamic]
进行争取提前出产拖拉机的生产准备工作,Activity,0,1,[+Durative],[+Dynamic]
进行整体调试,Activity,0,1,[+Durative],[+Dynamic]
进行政治体制改革,Activity,1,0,[+Durative],[+Dynamic]
进行周密的准备,Activity,0,1,[+Durative],[+Dynamic]
进行周五聚礼,Activity,1,0,[+Durative],[+Dynamic]
进行装修,Activity,0,1,[+Durative],[+Dynamic]
进行追踪侦察,Activity,0,1,[+Durative],[+Dynamic]
进行卓有成效的经济、技术和劳务合作,Activity,0,1,[+Durative],[+Dynamic]
进行足球比赛,Activity,0,1,[+Durative],[+Dynamic]
进行最后的谈判,Activity,0,1,[+Durative],[+Dynamic]
怪你,State,1,1,[+Durative],[-Dynamic]
经营苗圃业生意,Activity,1,0,[+Durative],[+Dynamic]
经营最古职业,Activity,1,0,[+Durative],[+Dynamic]
警告,Activity,1,0,[+Durative],[+Dynamic]
警告他,Activity,1,0,[+Durative],[+Dynamic]
警告他们,Activity,1,0,[+Durative],[+Dynamic]
警告我,Activity,1,0,[+Durative],[+Dynamic]
敬酒,Activity,0,1,[+Durative],[+Dynamic]
纠正,Activity,1,2,[+Durative],[+Dynamic]
纠正农业社包产普遍过高的偏向,Activity,0,1,[+Durative],[+Dynamic]
纠正我,Activity,1,0,[+Durative],[+Dynamic]
救火,Activity,1,0,[+Durative],[+Dynamic]
救人,Activity,3,0,[+Durative],[+Dynamic]
鞠躬,Activity,1,0,[+Durative],[+Dynamic]
举办德国艺术家托比阿斯·瑞博格的装置展,Activity,0,1,[+Durative],[+Dynamic]
举办服务与发展上海浦东服务外包国际论坛,Activity,0,1,[+Durative],[+Dynamic]
举办讲演会,Activity,1,0,[+Durative],[+Dynamic]
举办题为“梨园第一人·梅兰芳与苏联戏剧”展览会,Activity,0,1,[+Durative],[+Dynamic]
举办一场丧礼,Activity,0,1,[+Durative],[+Dynamic]
举行,Activity,1,10,[+Durative],[+Dynamic]
举行测试,Activity,1,0,[+Durative],[+Dynamic]
举行第三次的跳舞,Activity,2,0,[+Durative],[+Dynamic]
举行二十六届世界乒乓球锦标赛,Activity,0,1,[+Durative],[+Dynamic]
举行各种会议,Activity,0,1,[+Durative],[+Dynamic]
举行古老而虔诚的祭奠,Activity,1,0,[+Durative],[+Dynamic]
举行国际晶体学协会全会,Activity,0,1,[+Durative],[+Dynamic]
举行红旗竞赛,Activity,0,1,[+Durative],[+Dynamic]
举行化装联欢晚会,Activity,0,1,[+Durative],[+Dynamic]
举行婚礼,Activity,0,1,[+Durative],[+Dynamic]
举行集会,Activity,1,1,[+Durative],[+Dynamic]
举行首发仪式,Activity,0,1,[+Durative],[+Dynamic]
举行一次记者招待会,Activity,0,1,[+Durative],[+Dynamic]
举行一项纪念活动,Activity,0,1,[+Durative],[+Dynamic]
举行有小乐队伴奏的酒会,Activity,0,1,[+Durative],[+Dynamic]
举行最后的裁判,Activity,1,0,[+Durative],[+Dynamic]
拒绝她,Transition,2,0,[-Durative],[+Dynamic]
卷门帘,Activity,1,0,[+Durative],[+Dynamic]
掘草根,Activity,0,1,[+Durative],[+Dynamic]
掘地,Activity,1,0,[+Durative],[+Dynamic]
掘笋,Activity,0,1,[+Durative],[+Dynamic]
掘自己的坟墓,Activity,1,0,[+Durative],[+Dynamic]
嚼点心,Activity,1,0,[+Durative],[+Dynamic]
开,Activity,0,1,[+Durative],[+Dynamic]
开班后会,Activity,0,1,[+Durative],[+Dynamic]
开办停学待业高中学生补习学校,Activity,0,1,[+Durative],[+Dynamic]
开辩论会,Activity,1,0,[+Durative],[+Dynamic]
开采,Activity,0,2,[+Durative],[+Dynamic]
开茶罐的盖子,Activity,1,0,[+Durative],[+Dynamic]
开车,Activity,3,0,[+Durative],[+Dynamic]
开创国产名牌,Activity,0,1,[+Durative],[+Dynamic]
开大会,Activity,0,1,[+Durative],[+Dynamic]
开大门,Activity,0,2,[+Durative],[+Dynamic]
开刀,Activity,0,1,[+Durative],[+Dynamic]
开动,Activity,2,0,[+Durative],[+Dynamic]
开革命,Activity,2,0,[+Durative],[+Dynamic]
开沟施肥准备播种,Activity,0,1,[+Durative],[+Dynamic]
开锅,Activity,2,0,[+Durative],[+Dynamic]
开黑名单,Activity,0,1,[+Durative],[+Dynamic]
开花,Activity,3,1,[+Durative],[+Dynamic]
开话匣子,Activity,1,0,[+Durative],[+Dynamic]
开荒,Activity,1,0,[+Durative],[+Dynamic]
开会,Activity,12,7,[+Durative],[+Dynamic]
开会讨论,Activity,0,1,[+Durative],[+Dynamic]
开会研究支前,Activity,1,0,[+Durative],[+Dynamic]
开火,Activity,2,1,[+Durative],[+Dynamic]
开家庭会,Activity,1,0,[+Durative],[+Dynamic]
开进市区,Activity,0,1,[+Durative],[+Dynamic]
开浚河道,Activity,1,0,[+Durative],[+Dynamic]
开门,Activity,2,0,[+Durative],[+Dynamic]
开炮,Activity,0,1,[+Durative],[+Dynamic]
开辟,Transition,3,0,[+Durative],[+Dynamic]
开辟道路,Transition,1,0,[+Durative],[+Dynamic]
开辟新的就业空间,Transition,1,0,[+Durative],[+Dynamic]
开屏,Activity,0,1,[+Durative],[+Dynamic]
开汽车,Activity,1,0,[+Durative],[+Dynamic]
开全国代表大会,Activity,1,0,[+Durative],[+Dynamic]
开什么玩笑,Activity,1,0,[+Durative],[+Dynamic]
开讨论会,Activity,0,1,[+Durative],[+Dynamic]
开玩笑,Activity,35,0,[+Durative],[+Dynamic]
开玩笑说,Activity,1,0,[+Durative],[+Dynamic]
开我的玩笑,Activity,1,0,[+Durative],[+Dynamic]
开信箱,Activity,1,0,[+Durative],[+Dynamic]
开药方,Activity,1,0,[+Durative],[+Dynamic]
开一个恶狠狠的玩笑,Activity,1,0,[+Durative],[+Dynamic]
开一箱新到的货,Activity,0,1,[+Durative],[+Dynamic]
开展,Activity,1,18,[+Durative],[+Dynamic]
开展“崇尚英雄，精忠报国”主题班会,Activity,0,1,[+Durative],[+Dynamic]
开展“堵管理漏洞、增经济效益”宣传计划,Activity,0,1,[+Durative],[+Dynamic]
开展“铁腕治霾行动”,Activity,0,1,[+Durative],[+Dynamic]
开展奥运总动员,Activity,0,1,[+Durative],[+Dynamic]
开展第四次治螟歼灭战,Activity,0,1,[+Durative],[+Dynamic]
开展多样性的生产,Activity,0,1,[+Durative],[+Dynamic]
开展防汛排涝工作,Activity,0,1,[+Durative],[+Dynamic]
开展高空作业,Activity,1,0,[+Durative],[+Dynamic]
开展工农业余教育运动,Activity,0,1,[+Durative],[+Dynamic]
开展规划设计,Activity,1,0,[+Durative],[+Dynamic]
开展和实施“堵管理漏洞增经济效益”宣传计划,Activity,0,1,[+Durative],[+Dynamic]
开展科学方法论这门学科的研究,Activity,0,1,[+Durative],[+Dynamic]
开展跨部门、跨行业、多层次、多学科的科技攻关,Activity,0,1,[+Durative],[+Dynamic]
开展劳动竞赛,Activity,0,1,[+Durative],[+Dynamic]
开展美丽乡村建设的许多村庄正清违建,Activity,0,1,[+Durative],[+Dynamic]
开展气象信息员、协理员管理系统研究,Activity,0,1,[+Durative],[+Dynamic]
开展社会主义竞赛,Activity,0,1,[+Durative],[+Dynamic]
开展肃反运动,Activity,0,1,[+Durative],[+Dynamic]
开展夏田深耕密植运动,Activity,0,1,[+Durative],[+Dynamic]
开展宣传,Activity,1,0,[+Durative],[+Dynamic]
开展学大寨的群众运动,Activity,0,1,[+Durative],[+Dynamic]
开展一场革命,Activity,1,0,[+Durative],[+Dynamic]
开展一场交通运输革命,Activity,0,1,[+Durative],[+Dynamic]
开展以抗旱春播和麦田管理为中心的春季生产活动,Activity,0,1,[+Durative],[+Dynamic]
开展在宇航中的磁屏蔽、磁保护等项目的研究,Activity,1,0,[+Durative],[+Dynamic]
开展这项工作,Activity,0,1,[+Durative],[+Dynamic]
开展职工生产竞赛,Activity,0,1,[+Durative],[+Dynamic]
开总结会,Activity,1,0,[+Durative],[+Dynamic]
砍柴,Activity,0,1,[+Durative],[+Dynamic]
砍树,Activity,1,0,[+Durative],[+Dynamic]
看,Activity,28,2,[+Durative],[+Dynamic]
看《晨报》,Activity,0,1,[+Durative],[+Dynamic]
看《大众哲学》,Activity,0,1,[+Durative],[+Dynamic]
看《牡丹亭》,Activity,1,0,[+Durative],[+Dynamic]
看《仙佛杂志》,Activity,0,1,[+Durative],[+Dynamic]
看报,Activity,2,0,[+Durative],[+Dynamic]
看报纸,Activity,0,1,[+Durative],[+Dynamic]
看病,Activity,1,1,[+Durative],[+Dynamic]
看博伊尔的《背叛之风》,Activity,1,0,[+Durative],[+Dynamic]
看菜单,Activity,1,0,[+Durative],[+Dynamic]
看楚地居里的房子,Activity,1,0,[+Durative],[+Dynamic]
看窗外的景物,Activity,1,0,[+Durative],[+Dynamic]
看村公司今年的财务收支情况,Activity,1,0,[+Durative],[+Dynamic]
看大势,Activity,1,0,[+Durative],[+Dynamic]
看地上的尸首,Activity,1,0,[+Durative],[+Dynamic]
看地图,Activity,1,0,[+Durative],[+Dynamic]
看的出神,Transition,0,1,[-Durative],[+Dynamic]
看电报,Activity,0,1,[+Durative],[+Dynamic]
看电视,Activity,1,3,[+Durative],[+Dynamic]
看电视里的连续剧,Activity,1,0,[+Durative],[+Dynamic]
看电影,Activity,0,1,[+Durative],[+Dynamic]
看电影广告,Activity,2,0,[+Durative],[+Dynamic]
看碟片,Activity,1,0,[+Durative],[+Dynamic]
看房子,Activity,1,0,[+Durative],[+Dynamic]
看放风筝,Activity,1,0,[+Durative],[+Dynamic]
看佛经,Activity,1,1,[+Durative],[+Dynamic]
看怪物,Activity,1,0,[+Durative],[+Dynamic]
看护她的病中的小宝宝,Activity,1,0,[+Durative],[+Dynamic]
看黄历,Activity,0,1,[+Durative],[+Dynamic]
看讲义,Activity,1,0,[+Durative],[+Dynamic]
看菊花,Activity,2,0,[+Durative],[+Dynamic]
看里面陈列的糖果点心,Activity,1,0,[+Durative],[+Dynamic]
看连长做示范动作似的,Activity,1,0,[+Durative],[+Dynamic]
看两份比例悬殊的地图,Activity,1,0,[+Durative],[+Dynamic]
看另一个世界里的活动,Activity,1,0,[+Durative],[+Dynamic]
看吕纯阳作的那篇《原道》,Activity,0,1,[+Durative],[+Dynamic]
看明辉局长有车不坐步行上班,Activity,1,0,[+Durative],[+Dynamic]
看哪里,Activity,1,0,[+Durative],[+Dynamic]
看那些日记,Activity,1,0,[+Durative],[+Dynamic]
看你,Activity,5,0,[+Durative],[+Dynamic]
看你的处理办法,Activity,1,0,[+Durative],[+Dynamic]
看你的演出录像,Activity,1,0,[+Durative],[+Dynamic]
看牌,Activity,2,0,[+Durative],[+Dynamic]
看旁人吃,Activity,1,0,[+Durative],[+Dynamic]
看墙壁上挂的那幅米勒底《晚祷》,Activity,1,0,[+Durative],[+Dynamic]
看热闹,Activity,1,0,[+Durative],[+Dynamic]
看什么,Activity,13,0,[+Durative],[+Dynamic]
看什么书,Activity,0,1,[+Durative],[+Dynamic]
看手腕上的表,Activity,1,0,[+Durative],[+Dynamic]
看守,Activity,0,1,[+Durative],[+Dynamic]
看书,Activity,16,5,[+Durative],[+Dynamic]
看树身上的什么东西,Activity,1,0,[+Durative],[+Dynamic]
看水,Activity,1,0,[+Durative],[+Dynamic]
看水鸭子打架,Activity,1,0,[+Durative],[+Dynamic]
看说明书,Activity,1,0,[+Durative],[+Dynamic]
看他,Activity,13,4,[+Durative],[+Dynamic]
看他的脑壳,Activity,0,1,[+Durative],[+Dynamic]
看它,Activity,2,0,[+Durative],[+Dynamic]
看她,Activity,7,1,[+Durative],[+Dynamic]
看她的脚,Activity,1,0,[+Durative],[+Dynamic]
看她剪的纸人儿,Activity,0,1,[+Durative],[+Dynamic]
看她那润白红亮的两眉间,Activity,1,0,[+Durative],[+Dynamic]
看太阳,Activity,0,1,[+Durative],[+Dynamic]
看天王塑像,Activity,0,1,[+Durative],[+Dynamic]
看碗里的东西,Activity,1,0,[+Durative],[+Dynamic]
看问題、想问题、说问题,Activity,1,0,[+Durative],[+Dynamic]
看我,Activity,3,0,[+Durative],[+Dynamic]
看我卡坏了的手,Activity,1,0,[+Durative],[+Dynamic]
看我扣在桌上的书,Activity,1,0,[+Durative],[+Dynamic]
看我们,Activity,2,0,[+Durative],[+Dynamic]
看戏,Activity,3,0,[+Durative],[+Dynamic]
看新到的《人民文学》二月号,Activity,0,1,[+Durative],[+Dynamic]
看新一代的阅读器会是什么样儿,Activity,1,0,[+Durative],[+Dynamic]
看信,Activity,3,0,[+Durative],[+Dynamic]
看一本航海的书,Activity,0,1,[+Durative],[+Dynamic]
看一本受到广泛吹捧的小说,Activity,1,0,[+Durative],[+Dynamic]
看一本英文书,Activity,1,0,[+Durative],[+Dynamic]
看一场滑稽戏,Activity,1,0,[+Durative],[+Dynamic]
看一份报纸,Activity,1,0,[+Durative],[+Dynamic]
看一封信,Activity,1,0,[+Durative],[+Dynamic]
看一个姑娘,Activity,1,0,[+Durative],[+Dynamic]
看一个朋友在做一个彩排,Activity,1,0,[+Durative],[+Dynamic]
看一个小癞蛤蟆,Activity,1,0,[+Durative],[+Dynamic]
看一形情节离奇的戏,Activity,1,0,[+Durative],[+Dynamic]
看一张请柬,Activity,0,1,[+Durative],[+Dynamic]
看一张纸,Activity,1,0,[+Durative],[+Dynamic]
看一座雪下的火山,Activity,1,0,[+Durative],[+Dynamic]
看遗嘱以及签名,Activity,0,1,[+Durative],[+Dynamic]
看油漆店,Activity,1,0,[+Durative],[+Dynamic]
看云,Activity,1,0,[+Durative],[+Dynamic]
看咱们,Activity,1,0,[+Durative],[+Dynamic]
看炸裂送上来的许多统计和表格,Activity,1,0,[+Durative],[+Dynamic]
看这个故事,Activity,0,1,[+Durative],[+Dynamic]
看这些,Activity,1,0,[+Durative],[+Dynamic]
